interview_uuid,category,created,text,body,caption_var
90bfe0ce60524ebd8fb127aa36f51b97,demographics,50:09.6,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
90bfe0ce60524ebd8fb127aa36f51b97,demographics,50:09.6,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
90bfe0ce60524ebd8fb127aa36f51b97,demographics,50:09.6,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
f3727975ca684e549b059aec62634e0b,demographics,06:55.9,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
f3727975ca684e549b059aec62634e0b,demographics,06:55.9,What is your gender?,2. Male,demo
f3727975ca684e549b059aec62634e0b,demographics,06:55.9,What is your age?,3. 40-49,demo
f3727975ca684e549b059aec62634e0b,demographics,06:55.9,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
f3727975ca684e549b059aec62634e0b,demographics,06:55.9,What is your favourite (most experienced) genre(s) of live-televised programming?,5. Other (Please specify in the comments section below),demo
f3727975ca684e549b059aec62634e0b,demographics,06:55.9,How often do you use closed captions when watching live-televised programming?,1. Always,demo
f3727975ca684e549b059aec62634e0b,demographics,06:55.9,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
d1a31b5badc24250b424541b1441e524,demographics,33:08.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
d1a31b5badc24250b424541b1441e524,demographics,33:08.5,What is your gender?,2. Male,demo
d1a31b5badc24250b424541b1441e524,demographics,33:08.5,What is your age?,4. 50-59,demo
d1a31b5badc24250b424541b1441e524,demographics,33:08.5,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
d1a31b5badc24250b424541b1441e524,demographics,33:08.5,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
d1a31b5badc24250b424541b1441e524,demographics,33:08.5,How often do you use closed captions when watching live-televised programming?,1. Always,demo
d1a31b5badc24250b424541b1441e524,demographics,33:08.5,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
e168d926f2a640aebb9048da56ed812e,demographics,26:13.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
e168d926f2a640aebb9048da56ed812e,demographics,26:13.5,What is your gender?,2. Male,demo
e168d926f2a640aebb9048da56ed812e,demographics,26:13.5,What is your age?,2. 30-39,demo
e168d926f2a640aebb9048da56ed812e,demographics,26:13.5,What is your highest level of education completed?,5. Graduate school,demo
e168d926f2a640aebb9048da56ed812e,demographics,26:13.5,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
e168d926f2a640aebb9048da56ed812e,demographics,26:13.5,How often do you use closed captions when watching live-televised programming?,1. Always,demo
e168d926f2a640aebb9048da56ed812e,demographics,26:13.5,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
345840ed98f7417aa57d086a191bc4d3,demographics,49:59.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,5. Other (Please specify in the comments section below),demo
345840ed98f7417aa57d086a191bc4d3,demographics,49:59.3,What is your gender?,1. Female,demo
345840ed98f7417aa57d086a191bc4d3,demographics,49:59.3,What is your age?,4. 50-59,demo
345840ed98f7417aa57d086a191bc4d3,demographics,49:59.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
345840ed98f7417aa57d086a191bc4d3,demographics,49:59.3,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
345840ed98f7417aa57d086a191bc4d3,demographics,49:59.3,How often do you use closed captions when watching live-televised programming?,1. Always,demo
345840ed98f7417aa57d086a191bc4d3,demographics,49:59.3,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
6f8058a8a12f4e0bb38501c978660fec,demographics,53:00.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
6f8058a8a12f4e0bb38501c978660fec,demographics,53:00.2,What is your gender?,1. Female,demo
6f8058a8a12f4e0bb38501c978660fec,demographics,53:00.2,What is your age?,1. 18-29,demo
6f8058a8a12f4e0bb38501c978660fec,demographics,53:00.2,What is your highest level of education completed?,5. Graduate school,demo
6f8058a8a12f4e0bb38501c978660fec,demographics,53:00.2,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
6f8058a8a12f4e0bb38501c978660fec,demographics,53:00.2,How often do you use closed captions when watching live-televised programming?,1. Always,demo
6f8058a8a12f4e0bb38501c978660fec,demographics,53:00.2,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
4cd7b30031ef472bb6a590c2292a5295,demographics,52:36.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
4cd7b30031ef472bb6a590c2292a5295,demographics,52:36.3,What is your gender?,1. Female,demo
4cd7b30031ef472bb6a590c2292a5295,demographics,52:36.3,What is your age?,5. 60+,demo
4cd7b30031ef472bb6a590c2292a5295,demographics,52:36.3,What is your highest level of education completed?,5. Graduate school,demo
4cd7b30031ef472bb6a590c2292a5295,demographics,52:36.3,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
4cd7b30031ef472bb6a590c2292a5295,demographics,52:36.3,How often do you use closed captions when watching live-televised programming?,1. Always,demo
4cd7b30031ef472bb6a590c2292a5295,demographics,52:36.3,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
f305687534ea4f17b28d22dfb983c28e,demographics,15:52.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
f305687534ea4f17b28d22dfb983c28e,demographics,15:52.5,What is your gender?,1. Female,demo
f305687534ea4f17b28d22dfb983c28e,demographics,15:52.5,What is your age?,3. 40-49,demo
f305687534ea4f17b28d22dfb983c28e,demographics,15:52.5,What is your highest level of education completed?,5. Graduate school,demo
f305687534ea4f17b28d22dfb983c28e,demographics,15:52.5,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
f305687534ea4f17b28d22dfb983c28e,demographics,15:52.5,How often do you use closed captions when watching live-televised programming?,1. Always,demo
f305687534ea4f17b28d22dfb983c28e,demographics,15:52.5,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
82e5bd330ad24854a0741ac9012b4d9d,demographics,25:13.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
82e5bd330ad24854a0741ac9012b4d9d,demographics,25:13.4,What is your gender?,1. Female,demo
82e5bd330ad24854a0741ac9012b4d9d,demographics,25:13.4,What is your age?,1. 18-29,demo
82e5bd330ad24854a0741ac9012b4d9d,demographics,25:13.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
82e5bd330ad24854a0741ac9012b4d9d,demographics,25:13.4,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
82e5bd330ad24854a0741ac9012b4d9d,demographics,25:13.4,How often do you use closed captions when watching live-televised programming?,1. Always,demo
82e5bd330ad24854a0741ac9012b4d9d,demographics,25:13.4,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,15:29.8,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,15:29.8,What is your gender?,1. Female,demo
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,15:29.8,What is your age?,5. 60+,demo
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,15:29.8,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,15:29.8,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,15:29.8,How often do you use closed captions when watching live-televised programming?,1. Always,demo
c2eabd1d73d1495f9c9bdfc5517467a1,demographics,15:29.8,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
63adfe6057c4428098e730d0bb147b34,demographics,38:17.0,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
63adfe6057c4428098e730d0bb147b34,demographics,38:17.0,What is your gender?,2. Male,demo
63adfe6057c4428098e730d0bb147b34,demographics,38:17.0,What is your age?,3. 40-49,demo
63adfe6057c4428098e730d0bb147b34,demographics,38:17.0,What is your highest level of education completed?,5. Graduate school,demo
63adfe6057c4428098e730d0bb147b34,demographics,38:17.0,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
63adfe6057c4428098e730d0bb147b34,demographics,38:17.0,How often do you use closed captions when watching live-televised programming?,1. Always,demo
63adfe6057c4428098e730d0bb147b34,demographics,38:17.0,"On average, how many hours of television do you watch per week?",1. 1-5 hours,demo
5baab954021e4ace8c1269c3c7d70101,demographics,00:41.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
5baab954021e4ace8c1269c3c7d70101,demographics,00:41.6,What is your gender?,2. Male,demo
5baab954021e4ace8c1269c3c7d70101,demographics,00:41.6,What is your age?,5. 60+,demo
5baab954021e4ace8c1269c3c7d70101,demographics,00:41.6,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
5baab954021e4ace8c1269c3c7d70101,demographics,00:41.6,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
5baab954021e4ace8c1269c3c7d70101,demographics,00:41.6,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
5baab954021e4ace8c1269c3c7d70101,demographics,00:41.6,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
9347e77552d9453c87b8f010bdbdc78a,demographics,34:24.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
9347e77552d9453c87b8f010bdbdc78a,demographics,34:24.5,What is your gender?,2. Male,demo
9347e77552d9453c87b8f010bdbdc78a,demographics,34:24.5,What is your age?,3. 40-49,demo
9347e77552d9453c87b8f010bdbdc78a,demographics,34:24.5,What is your highest level of education completed?,2. High school,demo
9347e77552d9453c87b8f010bdbdc78a,demographics,34:24.5,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
9347e77552d9453c87b8f010bdbdc78a,demographics,34:24.5,How often do you use closed captions when watching live-televised programming?,2. Frequently,demo
9347e77552d9453c87b8f010bdbdc78a,demographics,34:24.5,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
a3f25d426d5844918082c9eb492ffc03,demographics,52:03.6,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
a3f25d426d5844918082c9eb492ffc03,demographics,52:03.6,What is your gender?,2. Male,demo
a3f25d426d5844918082c9eb492ffc03,demographics,52:03.6,What is your age?,3. 40-49,demo
a3f25d426d5844918082c9eb492ffc03,demographics,52:03.6,What is your highest level of education completed?,3. College/Technical (diploma- 2 or 3 years),demo
a3f25d426d5844918082c9eb492ffc03,demographics,52:03.6,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
a3f25d426d5844918082c9eb492ffc03,demographics,52:03.6,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
a3f25d426d5844918082c9eb492ffc03,demographics,52:03.6,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
aeb8a28108b04b0e9692a90198e4d917,demographics,48:06.2,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
aeb8a28108b04b0e9692a90198e4d917,demographics,48:06.2,What is your gender?,1. Female,demo
aeb8a28108b04b0e9692a90198e4d917,demographics,48:06.2,What is your age?,2. 30-39,demo
aeb8a28108b04b0e9692a90198e4d917,demographics,48:06.2,What is your highest level of education completed?,2. High school,demo
aeb8a28108b04b0e9692a90198e4d917,demographics,48:06.2,What is your favourite (most experienced) genre(s) of live-televised programming?,4. Talk shows,demo
aeb8a28108b04b0e9692a90198e4d917,demographics,48:06.2,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
aeb8a28108b04b0e9692a90198e4d917,demographics,48:06.2,"On average, how many hours of television do you watch per week?",2. 6-10 hours,demo
a29eb5621bfa4446872e542777cc8c52,demographics,27:38.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
a29eb5621bfa4446872e542777cc8c52,demographics,27:38.3,What is your gender?,2. Male,demo
a29eb5621bfa4446872e542777cc8c52,demographics,27:38.3,What is your age?,2. 30-39,demo
a29eb5621bfa4446872e542777cc8c52,demographics,27:38.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
a29eb5621bfa4446872e542777cc8c52,demographics,27:38.3,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
a29eb5621bfa4446872e542777cc8c52,demographics,27:38.3,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
a29eb5621bfa4446872e542777cc8c52,demographics,27:38.3,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
96814cf7849d4502a04a409b79ea3ede,demographics,13:06.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
96814cf7849d4502a04a409b79ea3ede,demographics,13:06.4,What is your gender?,2. Male,demo
96814cf7849d4502a04a409b79ea3ede,demographics,13:06.4,What is your age?,2. 30-39,demo
96814cf7849d4502a04a409b79ea3ede,demographics,13:06.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
96814cf7849d4502a04a409b79ea3ede,demographics,13:06.4,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
96814cf7849d4502a04a409b79ea3ede,demographics,13:06.4,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
96814cf7849d4502a04a409b79ea3ede,demographics,13:06.4,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
eb0a39339f4243709c4f5148c6d66d20,demographics,21:38.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
eb0a39339f4243709c4f5148c6d66d20,demographics,21:38.1,What is your gender?,2. Male,demo
eb0a39339f4243709c4f5148c6d66d20,demographics,21:38.1,What is your age?,2. 30-39,demo
eb0a39339f4243709c4f5148c6d66d20,demographics,21:38.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
eb0a39339f4243709c4f5148c6d66d20,demographics,21:38.1,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
eb0a39339f4243709c4f5148c6d66d20,demographics,21:38.1,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
eb0a39339f4243709c4f5148c6d66d20,demographics,21:38.1,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
8c87064ae3514586b384745885da84a5,demographics,45:45.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
8c87064ae3514586b384745885da84a5,demographics,45:45.4,What is your gender?,2. Male,demo
8c87064ae3514586b384745885da84a5,demographics,45:45.4,What is your age?,2. 30-39,demo
8c87064ae3514586b384745885da84a5,demographics,45:45.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
8c87064ae3514586b384745885da84a5,demographics,45:45.4,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
8c87064ae3514586b384745885da84a5,demographics,45:45.4,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
8c87064ae3514586b384745885da84a5,demographics,45:45.4,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
e5164c7aae8a4d8ea841fb739332931c,demographics,14:49.4,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,4. I am Hard of Hearing,demo
e5164c7aae8a4d8ea841fb739332931c,demographics,14:49.4,What is your gender?,2. Male,demo
e5164c7aae8a4d8ea841fb739332931c,demographics,14:49.4,What is your age?,2. 30-39,demo
e5164c7aae8a4d8ea841fb739332931c,demographics,14:49.4,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
e5164c7aae8a4d8ea841fb739332931c,demographics,14:49.4,What is your favourite (most experienced) genre(s) of live-televised programming?,3. Weather forecast,demo
e5164c7aae8a4d8ea841fb739332931c,demographics,14:49.4,How often do you use closed captions when watching live-televised programming?,4. Seldom,demo
e5164c7aae8a4d8ea841fb739332931c,demographics,14:49.4,"On average, how many hours of television do you watch per week?",4. More than 15 hours,demo
3c5d57ad132f45f3a746e94b6f48287c,demographics,58:13.1,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
3c5d57ad132f45f3a746e94b6f48287c,demographics,58:13.1,What is your gender?,2. Male,demo
3c5d57ad132f45f3a746e94b6f48287c,demographics,58:13.1,What is your age?,4. 50-59,demo
3c5d57ad132f45f3a746e94b6f48287c,demographics,58:13.1,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
3c5d57ad132f45f3a746e94b6f48287c,demographics,58:13.1,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
3c5d57ad132f45f3a746e94b6f48287c,demographics,58:13.1,How often do you use closed captions when watching live-televised programming?,1. Always,demo
3c5d57ad132f45f3a746e94b6f48287c,demographics,58:13.1,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
11364de95a18476798efac1a33853846,demographics,58:25.5,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,2. I identify as Deaf,demo
11364de95a18476798efac1a33853846,demographics,58:25.5,What is your gender?,2. Male,demo
11364de95a18476798efac1a33853846,demographics,58:25.5,What is your age?,3. 40-49,demo
11364de95a18476798efac1a33853846,demographics,58:25.5,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
11364de95a18476798efac1a33853846,demographics,58:25.5,What is your favourite (most experienced) genre(s) of live-televised programming?,2. Sports,demo
11364de95a18476798efac1a33853846,demographics,58:25.5,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
11364de95a18476798efac1a33853846,demographics,58:25.5,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,22:37.3,What statement best describes your relationship to the Deaf and/or Hard of Hearing communities?,3. I am Deafened,demo
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,22:37.3,What is your gender?,2. Male,demo
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,22:37.3,What is your age?,4. 50-59,demo
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,22:37.3,What is your highest level of education completed?,4. University (Bachelor’s degree- 4 years or equivalent),demo
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,22:37.3,What is your favourite (most experienced) genre(s) of live-televised programming?,1. News,demo
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,22:37.3,How often do you use closed captions when watching live-televised programming?,3. Sometimes,demo
6888aaf869084ba9a5fa2ab5aa3407a0,demographics,22:37.3,"On average, how many hours of television do you watch per week?",3. 11-15 hours,demo
